,Name,Category,Subcategory,Safety_rating,Quality_rating,Total_rating
0,Fine Life - Fine Life Крупа рисовая. рис шлифованный. первый сорт ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
1,Makfa - Крупа Рисовая Makfa. Рис шлифованный круглозерный. первый сорт ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
2,Д ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
3,"Дон Густо - Крупа рисовая шлифованная, фасованная под торговым наименованием «Рис круглозерный «Дон Густо». Первый сорт. ",Бакалея,Рис круглозерный,5.000,5.000,5.0000
4,Мистраль - Мистраль. Крупа рисовая фасованная. Белый круглозерный рис «Кубань». Первый сорт ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
5,Националь - Националь. Крупа рисовая шлифованная ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
6,Националь - Националь. Крупа рисовая шлифованная ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
7,"Пассим - Пассим. Крупа, рис шлифованный круглозерный. Высший сорт. ",Бакалея,Рис круглозерный,5.000,5.000,5.0000
8,Селяночка - Селяночка Крупа рисовая. Рис шлифованный.Круглозерный Сорт 1 ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
9,Степь - Крупа рисовая: рис шлифованный круглозерный «Степь» ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
10,Теплые традиции - Теплые традиции. Крупа рисовая. 1 сорт круглозерный. Шлифованная. ,Бакалея,Рис круглозерный,5.000,5.000,5.0000
11,"Prosto - Крупа рисовая шлифованная, рис «Краснодарский» в пакетиках для варки Prosto ",Бакалея,Рис круглозерный,5.000,5.000,4.9000
12,Еврозлак - Еврозлак. Рис круглозерный. Первый сорт.  ,Бакалея,Рис круглозерный,5.000,5.000,4.9000
13,Каждый день - Каждый день. Крупа рисовая шлифованная. Третий сорт.  ,Бакалея,Рис круглозерный,5.000,5.000,4.8000
14,Первым делом - Первым делом. Крупа рисовая шлифованная. Сорт 3.  ,Бакалея,Рис круглозерный,5.000,5.000,4.8000
15,Увелка - Увелка. Рис круглозерный шлифованный. ,Бакалея,Рис круглозерный,5.000,5.000,4.8000
16,Продсервис - Продсервис. Рис шлифованный круглозерный. Сорт 1. ,Бакалея,Рис круглозерный,5.000,5.000,4.7000
17,"То, что надо! - То,что надо! Крупа рисовая шлифованная. Рис круглозерный. Первый сорт. ",Бакалея,Рис круглозерный,5.000,5.000,4.7000
18,Южная Рисовая Компания - Южная рисовая компания. Крупа рисовая шлифованная. Рис круглозёрный шлифованный. сорт 3 ,Бакалея,Рис круглозерный,5.000,5.000,4.7000
19,Ярмарка - Ярмарка. Рис шлифованный круглозерный. Высший сорт. ,Бакалея,Рис круглозерный,5.000,5.000,4.7000
20,О'кей - О`Кей. Крупа рисовая шлифованная. Рис Круглозерный. Сорт 1 ,Бакалея,Рис круглозерный,5.000,5.000,4.6000
21,Maltagliati - Maltagliati. Крупа Рисовая. Рис шлифованный среднезерный. Первый сорт ,Бакалея,Рис круглозерный,5.000,5.000,4.5000
22,Агрокультура - Агрокультура. Крупа рисовая шлифованная. Рис круглозерный ,Бакалея,Рис круглозерный,5.000,5.000,4.5000
23,Аксиома - Аксиома. Рис шлифованный. Круглозерный. Сорт 1. ,Бакалея,Рис круглозерный,5.000,5.000,4.5000
24,Карачиха - Карачиха. Крупа рисовая шлифованная. Первый сорт.  ,Бакалея,Рис круглозерный,5.000,5.000,4.5000
25,"Маркет-Перекресток - Крупа рисовая шлифованная, рис круглозерный «Маркет-Перекресток» ",Бакалея,Рис круглозерный,5.000,5.000,4.5000
26,Мистраль - Крупа рисовая фасованная. Белый круглозерный рис «Италика». Высший сорт ,Бакалея,Рис круглозерный,5.000,5.000,4.5000
27,Гудвилл - Гудвилл. Рис шлифованный круглозерный. 1 сорт. ,Бакалея,Рис круглозерный,5.000,5.000,4.4000
28,365 дней - 365 дней. Крупа рисовая шлифованная. Рис круглозерный. 2 сорт ,Бакалея,Рис круглозерный,5.000,5.000,4.1250
29,Лента - Лента. Крупа рисовая шлифованная. Первый сорт.  ,Бакалея,Рис круглозерный,5.000,5.000,4.1000
30,Smart - Рис круглозерный шлифованный Smart ,Бакалея,Рис круглозерный,5.000,5.000,4.0000
31,Super - Рис круглозерный шлифованный Super ,Бакалея,Рис круглозерный,5.000,5.000,4.0000
32,Родной продукт - Рис круглозерный отборный «Родной продукт» ,Бакалея,Рис круглозерный,5.000,5.000,4.0000
33,"Globus - Крупа рисовая шлифованная, рис круглозерный, первый сорт, Globus ",Бакалея,Рис круглозерный,5.000,5.000,3.5000
34,"Агро-Альянс - Рис «Кубанский», крупа рисовая шлифованная «Агро-Альянс» ",Бакалея,Рис круглозерный,5.000,5.000,3.5000
35,Алтайская сказка - Рис круглозерный шлифованный «Алтайская сказка» ,Бакалея,Рис круглозерный,5.000,5.000,3.5000
36,"Ашан - Крупа рисовая шлифованная, рис круглозерный, 1 сорт «Ашан» ",Бакалея,Рис круглозерный,5.000,5.000,3.5000
37,Гудвилл - Крупа: рис шлифованный «Краснодарский» «Гудвилл» ,Бакалея,Рис круглозерный,5.000,5.000,3.5000
38,Настоящая хозяйка - Рис круглозерный шлифованный «Настоящая хозяйка» ,Бакалея,Рис круглозерный,5.000,5.000,3.5000
39,Пассим - Крупа: рис шлифованный круглозерный «Кубанский» «Пассим» ,Бакалея,Рис круглозерный,5.000,5.000,3.5000
40,Царь - Крупа рисовая: рис шлифованный круглозерный «Царь» ,Бакалея,Рис круглозерный,5.000,5.000,3.5000
41,Агро-Альянс - Агро-Альянс. Крупа рисовая шлифованная. Сорт 2 ,Бакалея,Рис круглозерный,0.000,0.000,3.0000
42,На здоровье - Крупа рисовая «На здоровье» ,Бакалея,Рис круглозерный,5.000,0.000,2.9000
43,"Astoria - Крупа рисовая, рис белый круглозерный шлифованный Astoria ",Бакалея,Рис круглозерный,5.000,0.000,2.1000
44,Каскад - Рис круглозерный «Каскад» ,Бакалея,Рис круглозерный,5.000,0.000,2.0000
45,Victoria - Круглозерный шлифованный рис Victoria ,Бакалея,Рис круглозерный,5.000,0.000,1.8500
46,"ВкусВилл - Крупа рисовая шлифованная, рис круглозерный «ВкусВилл» ",Бакалея,Рис круглозерный,5.000,0.000,1.5000
47,Красная цена - Крупа: рис шлифованный круглозерный «Красная цена» ,Бакалея,Рис круглозерный,5.000,0.000,1.5000
48,Скайфуд - Скайфуд. Рис шлифованный круглозерный. Сорт 3. ,Бакалея,Рис круглозерный,0.000,0.000,
49,Тугова Гора - Тугова гора. Крупа рисовая. Круглозерный. Первый сорт.  ,Бакалея,Рис круглозерный,0.000,0.000,
50,Чистая Крупа - Чистая крупа. Крупа рисовая шлифованная 1 сорта из зерна риса 3 и 4 типов ,Бакалея,Рис круглозерный,0.000,0.000,
51,Шебекинский - Шебекинский. Крупа Рисовая. Рис шлифованный классический высококачественный. Первый сорт. ,Бакалея,Рис круглозерный,0.000,0.000,
52,Яровое поле - Яровое поле. Крупа рисовая шлифованная ,Бакалея,Рис круглозерный,0.000,0.000,
53,"Barilla - Макаронные изделия из твердых сортов пшеницы, группа А, высший сорт, Penne Rigate ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000
54,La Molisana - Изделия макаронные из твердых сортов пшеницы: «перья» рифленые ,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000
55,Итальянские - Изделия макаронные из пшеничной муки «Итальянские» ,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000
56,"Роллтон - Изделия макаронные «перья», группа А, сорт высший «Роллтон» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000
57,"Grand di Pasta - Изделия макаронные, группа А, высший сорт Grand di Pasta ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.8650
58,"Лимак - Изделия макаронные, группа А, высший сорт «Лимак» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.7300
59,"Makfa - Изделия макаронные группа А, высший сорт, перья Makfa ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.5950
60,"Гальяни - Макаронные изделия из твердых сортов пшеницы, группы А, высший сорт «Гальяни» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.5950
61,"Federici - Изделия макаронные, группы А, высшего сорта, №23, «перья» рифленые Federici ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.4600
62,Maltagliati - Макаронные изделия из муки твердой пшеницы Maltagliati ,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.1900
63,"pastaZara - Макаронные изделия группы А, высшего сорта PastaZara ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.1900
64,"Шебекинские - Макаронные изделия группы А, высшего сорта «Шебекинские» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,4.1900
65,"GranMulino - Макаронные изделия, «перья» Granmulino ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.7400
66,"PastaMania - Изделия макаронные группа А, высший сорт: «пёрышки» PastaMania ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.5000
67,"Pasteroni - Макаронные изделия «перья», рифленые, №129, группа А, высший сорт Pasteroni ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.4700
68,Агро-Альянс - Макаронные изделия из твердых сортов пшеницы: «перья» ,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.3650
69,"Маркет Перекресток - Макаронные изделия группы А, высшего сорта, «Перья» «Маркет Перекресток» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.3650
70,"Aida - Макаронные изделия из твердых сортов пшеницы, «перья» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.2500
71,ВкусВилл - Макаронные изделия из твёрдых сортов пшеницы «ВкусВилл» ,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,3.1850
72,"Добродея - Изделия макаронные, группа А,  высший сорт «Добродея» ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,2.000,5.000,3.0000
73,"Globus - «Перья» рифленые, изделия макаронные из твердых сортов пшеницы, группы А, высшего сорта, трубчатые Globus ",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,1.0000
74,"Гудвилл - Хлопья овсяные, геркулес «Экстра» «Гудвилл» ",Бакалея,Хлопья овсяные,5.000,5.000,4.9370
75,"Лакоме - Геркулес, овсяные хлопья «Лакоме» ",Бакалея,Хлопья овсяные,5.000,5.000,4.9370
76,Макфа - Хлопья овсяные «Макфа» ,Бакалея,Хлопья овсяные,5.000,5.000,4.9370
77,"Пассим - Хлопья овсяные, геркулес «12 месяцев» «Пассим» ",Бакалея,Хлопья овсяные,5.000,5.000,4.9370
78,"Myllyn Paras 1928 - Геркулес крупные, овсяные хлопья Myllyn Paras 1928 ",Бакалея,Хлопья овсяные,5.000,5.000,4.9160
79,"Маркет Перекресток - Хлопья овсяные, геркулес «Маркет Перекресток» ",Бакалея,Хлопья овсяные,5.000,5.000,4.9160
80,"Националь - Хлопья овсяные, геркулес «Националь» ",Бакалея,Хлопья овсяные,5.000,5.000,4.9160
81,"Увелка - Хлопья овсяные, геркулес «Полезный» «Увелка» ",Бакалея,Хлопья овсяные,5.000,5.000,4.8950
82,Ясно солнышко - Хлопья овсяные №2 «Ясно солнышко» ,Бакалея,Хлопья овсяные,5.000,5.000,4.8950
83,"ВкусВилл - Хлопья овсяные, геркулес «ВкусВилл» ",Бакалея,Хлопья овсяные,5.000,5.000,4.8740
84,"Русский продукт - Хлопья овсяные, геркулес традиционный «Русский продукт» ",Бакалея,Хлопья овсяные,5.000,5.000,4.5590
85,Мистраль - Цельнозерновые овсяные хлопья «Мистраль» ,Бакалея,Хлопья овсяные,5.000,5.000,4.4750
86,Nordic - Овсяные хлопья Nordic ,Бакалея,Хлопья овсяные,5.000,5.000,4.2230
87,Лучший выбор - Овсяные хлопья «Экстра» «Лучший выбор» ,Бакалея,Хлопья овсяные,3.200,5.000,4.2185
88,"Агрокультура - Хлопья овсяные, геркулес «Агрокультура» ",Бакалея,Хлопья овсяные,5.000,5.000,4.0550
89,"Дикси - Хлопья зерновые быстрого приготовления овсяные, геркулес «Дикси» ",Бакалея,Хлопья овсяные,2.300,5.000,4.0220
90,"Магнит - Хлопья овсяные, геркулес быстрого приготовления «Магнит» ",Бакалея,Хлопья овсяные,2.300,5.000,4.0220
91,Русский завтрак - Хлопья из 4 злаков с отрубями «Русский завтрак» ,Бакалея,Хлопья овсяные,2.300,5.000,3.9300
92,Быстров - Хлопья овсяные варимые «Быстров» «Нежные»  ,Бакалея,Хлопья овсяные,1.400,5.000,3.7700
93,Экстра - Овсяные хлопья «Клинские» «Экстра» ,Бакалея,Хлопья овсяные,3.200,5.000,3.6200
94,"Каждый день - Хлопья овсяные, геркулес «Каждый день» ",Бакалея,Хлопья овсяные,5.000,5.000,3.5720
95,4Life - Хлопья овсяные органические 4Life ,Бакалея,Хлопья овсяные,3.200,5.000,3.4940
96,"Карачиха - Геркулес, хлопья овсяные «Карачиха» ",Бакалея,Хлопья овсяные,0.500,5.000,2.4425
97,"Берестов А.С. - Мёд натуральный цветочный, полифлорный «Избранное» липовый «Башкирхан» «Берестов А.С.» ",Бакалея,Мед,5.000,5.000,5.0000
98,Башкирский мёд - «Башкирский мёд» ,Бакалея,Мед,5.000,5.000,4.9100
99,"КФХ Пчела - Мёд натуральный цветочный, фасованный «КФХ «Пчела» ",Бакалея,Мед,5.000,5.000,4.9055
100,Пчела Маня - Мёд натуральный цветочный «Пчела Маня» ,Бакалея,Мед,5.000,5.000,4.9055
101,"Берестов А.С. - Мёд натуральный цветочный, полифлорный «Избранное» акациевый «Берестов А.С.» ",Бакалея,Мед,5.000,5.000,4.8500
102,"Медовый край - Алтайский мёд, цветочный, гречишный «Медовый край» ",Бакалея,Мед,5.000,5.000,4.8080
103,"Берестов А.С. - Мёд натуральный цветочный, полифлорный «Избранное» «Алтайцвет» «Майский» «Берестов А.С.» ",Бакалея,Мед,5.000,5.000,4.8000
104,"Берестов А.С. - Мёд натуральный цветочный, полифлорный «Избранное «Алтайцвет» горный «Берестов А.С» ",Бакалея,Мед,5.000,5.000,4.8000
105,Башкирская медовня - Мёд натуральный липовый «Башкирская медовня» ,Бакалея,Мед,5.000,5.000,4.7000
106,"Берестов А.С. - Мёд натуральный цветочный, монофлорный «Избранное» «Алтайцвет» гречишный «Берестов А.С.» ",Бакалея,Мед,5.000,5.000,4.6750
107,"ГПК - Мёд натуральный цветочный, полифлорный «Горный» «ГПК» ",Бакалея,Мед,5.000,5.000,4.6055
108,Пчелкин - Мед натуральный цветочный полифлорный «Пчелкин» ,Бакалея,Мед,5.000,5.000,4.6055
109,Щедрый край - Мёд натуральный цветочный «Щедрый край» ,Бакалея,Мед,5.000,5.000,4.3580
110,Пчёлкин мёд - Мёд натуральный цветочный «Пчёлкин мёд» ,Бакалея,Мед,5.000,5.000,4.3055
111,Башкирские пасеки - Мёд натуральный «Башкирские пасеки» ,Бакалея,Мед,5.000,5.000,4.1165
112,"Лесные угодья - Мёд натуральный цветочный, разнотравье «Лесные угодья» ",Бакалея,Мед,5.000,0.500,4.0250
113,D'arbo - Мед акации натуральный D'arbo ,Бакалея,Мед,5.000,0.500,3.9830
114,"Лесные угодья - Мед натуральный цветочный, клеверный «Лесные угодья» ",Бакалея,Мед,5.000,0.500,3.9830
115,Правильный мёд - Мёд натуральный акациевый «Правильный мёд» ,Бакалея,Мед,5.000,0.500,3.9830
116,Medolubov - Мёд донниковый Medolubov ,Бакалея,Мед,5.000,0.500,3.9300
117,"Абрико - Пчелиный мёд, янтарный подсолнух «Абрико» ",Бакалея,Мед,5.000,5.000,3.8855
118,Мёд Алтая - «Мёд Алтайский» натуральный цветочный ,Бакалея,Мед,5.000,5.000,3.8800
119,"Aro - Мёд натуральный цветочный, фасованный Aro ",Бакалея,Мед,5.000,5.000,3.8750
120,"Берестов А.С. - Мёд натуральный цветочный, монофлорный, «Липовый Башкирхан» «Берестов А.С.» ",Бакалея,Мед,5.000,0.500,3.7555
121,"Дедушкин улей - Мёд натуральный цветочный, фасованный ",Бакалея,Мед,5.000,0.500,3.7250
122,Медовые вечера - Мёд натуральный цветочный «Медовые вечера» ,Бакалея,Мед,5.000,0.500,3.6580
123,"Потапыч - Мёд натуральный цветочный, донниковый «Потапыч» ",Бакалея,Мед,5.000,0.500,3.6305
124,"Медовая Кубань - Мёд монофлорный, липовый «Медовая Кубань» ",Бакалея,Мед,2.750,5.000,3.5340
125,"Кедровый Бор - Мёд натуральный цветочный, горный, светлый, серия «Дикий мёд» «Кедровый бор» ",Бакалея,Мед,5.000,0.500,3.4580
126,Маркет Перекресток - Мёд натуральный цветочный луговой «Маркет Перекресток» ,Бакалея,Мед,2.750,0.500,3.2780
127,"Медовый Дом - Мёд натуральный цветочный, фасованный «Крымские травы» «Медовый дом» ",Бакалея,Мед,5.000,5.000,3.1800
128,"Super - Мёд натуральный цветочный, фасованный ",Бакалея,Мед,5.000,0.500,3.1250
129,Частная пасека - Мёд натуральный цветочный фасованный: акациевый «Частная пасека» ,Бакалея,Мед,5.000,0.500,3.0580
130,"Каждый День - Мёд натуральный цветочный, монофлорный, фасованный, липовый «Каждый День» ",Бакалея,Мед,5.000,0.500,3.0275
131,"Медовый Дом - Мед натуральный цветочный, фасованный «Алтайский горный» «Медовый Дом» ",Бакалея,Мед,5.000,0.500,2.6400
132,Призвание пчеловод - Мёд натуральный цветочный «Цвет липы» «Призвание пчеловод» ,Бакалея,Мед,5.000,0.000,2.0165
133,Просто Азбука - Мед натуральный «Просто Азбука» ,Бакалея,Мед,5.000,0.000,1.8385
134,"ВкусВилл - Мёд цветочный натуральный, акациевый «ВкусВилл» ",Бакалея,Мед,5.000,0.000,1.4700
135,"Fine Life - Мёд натуральный цветочный, фасованный, каштановый Fine Life ",Бакалея,Мед,5.000,0.000,
136,Globus Vita - Мёд натуральный цветочный с преобладанием гречишного Globus Vita ,Бакалея,Мед,5.000,0.000,
137,"Матушка пчела - Мёд натуральный цветочный, фасованный ",Бакалея,Мед,5.000,0.500,
138,Медовая Долина - Мёд натуральный цветочный «Медовая Долина» ,Бакалея,Мед,5.000,0.000,
139,Первым делом - Мёд натуральный цветочный «Первым делом» ,Бакалея,Мед,5.000,5.000,
140,Просто - Мёд натуральный цветочный ,Бакалея,Мед,5.000,0.000,
141,Румела - Мёд натуральный эспарцетовый «Румела» ,Бакалея,Мед,5.000,0.000,
142,Румела - Мёд натуральный донниковый «Румела» ,Бакалея,Мед,5.000,0.000,
143,По бабушкиному рецепту - Мука блинная «По бабушкиному рецепту» ,Бакалея,Мука блинная,5.000,5.000,5.0000
144,Пышечка - Мука блинная «Пышечка» ,Бакалея,Мука блинная,4.000,5.000,4.8600
145,Предпортовая - Мука блинная из муки пшеничной хлебопекарной высшего сорта «Предпортовая» ,Бакалея,Мука блинная,5.000,5.000,4.7480
146,"С. Пудовъ - Полуфабрикат мучных изделий, мука блинная «С. Пудовъ» ",Бакалея,Мука блинная,5.000,5.000,4.7480
147,"Garnec - Смесь для блинов, без глютена Garnec ",Бакалея,Мука блинная,3.000,5.000,4.4680
148,"Печем дома - «Русский продукт», концентрат пищевой, полуфабрикат мучного изделия, блины без дрожжей, смесь для выпечки «Печем дома» ",Бакалея,Мука блинная,4.000,5.000,4.3600
149,"Волшебное дерево - «Бейкер Вилль», полуфабрикат для приготовления хлебобулочного и мучного кондитерского изделия, смесь мучная, блинчики по-домашнему «Волшебное дерево» ",Бакалея,Мука блинная,5.000,5.000,4.2480
150,"Аладушкин - Смесь мучная, блины «Царские» «Аладушкин» ",Бакалея,Мука блинная,5.000,5.000,4.2440
151,Золотое утро - Полуфабрикат мучных изделий «Золотое утро» ,Бакалея,Мука блинная,4.000,5.000,3.9820
152,Распак - Пищевой концентрат; полуфабрикат мучных изделий: мука блинная ,Бакалея,Мука блинная,5.000,5.000,3.8700
153,Makfa - Полуфабрикат мучной для блинов и оладий «Классические» Makfa ,Бакалея,Мука блинная,5.000,5.000,3.5400
154,"Каждый день - Пищевой концентрат, полуфабрикат мучного изделия: мука блинная «Каждый день» ",Бакалея,Мука блинная,5.000,5.000,3.4180
155,Мелькомбинат №3 - Смесь для приготовления блинов «Домашних особых» из муки второго сорта твердой пшеницы «Мелькомбинат №3» ,Бакалея,Мука блинная,4.000,5.000,3.0220
156,Индана  - Перец черный «Индана» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.8020
157,Магия востока - Перец черный молотый «Магия востока» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.7120
158,Kamis -  Перец черный молотый Kamis ,Бакалея,Перец чёрный молотый,5.000,5.000,4.7060
159,Cykoria S.A. - Перец черный молотый Cykoria S.A. ,Бакалея,Перец чёрный молотый,5.000,5.000,4.7000
160,Айдиго  - Перец черный молотый «Айдиго» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.6880
161,"Волшебное дерево - Пряность, перец черный молотый «Волшебное дерево» ",Бакалея,Перец чёрный молотый,5.000,5.000,4.6640
162,Santa Maria - Пряность. черный перец молотый Santa Maria ,Бакалея,Перец чёрный молотый,5.000,5.000,4.6400
163,Вкусвилл - Пряности пищевкусовые молотые: перец чёрный «Вкусвилл» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.5800
164,"Вкусмастер - Пряность, перец черный молотый «Вкусмастер» ",Бакалея,Перец чёрный молотый,5.000,5.000,4.4600
165,Красная цена - Пряности фасованные: перец черный молотый «Красная цена» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.4560
166,"Мастер Дак - Пряность, перец черный молотый «Мастер Дак» ",Бакалея,Перец чёрный молотый,5.000,5.000,4.4260
167,"То, что надо! - Перец черный молотый «То, что надо!» ",Бакалея,Перец чёрный молотый,5.000,5.000,4.4200
168,Трапеза во главе стола - Перец черный молотый «Трапеза во главе стола» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.4020
169,ТД-Холдинг - Перец черный молотый ,Бакалея,Перец чёрный молотый,5.000,5.000,4.3940
170,Круглый год - Пряности фасованные: перец черный молотый «Круглый год» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.3300
171,Роллтон  - Пряности. Перец черный молотый «Роллтон» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.3150
172,Натрули  - Перец черный молотый «Натрули» ,Бакалея,Перец чёрный молотый,5.000,5.000,4.2980
173,"Глобус - Пряности пищевкусовые, перец черный молотый Globus ",Бакалея,Перец чёрный молотый,5.000,5.000,3.6400
174,Каждый день - Пряности пищевкусовые ,Бакалея,Перец чёрный молотый,5.000,5.000,2.5000
175,Кухенвиль - Перец черный молотый «Кухенвиль» ,Бакалея,Перец чёрный молотый,5.000,5.000,2.5000
176,Добрый гном  - Перец чёрный молотый «Добрый гном» ,Бакалея,Перец чёрный молотый,5.000,5.000,2.4000
177,Магета - Перец черный «Магета» ,Бакалея,Перец чёрный молотый,0.000,0.000,2.2120
178,Kotanyi - Перец черный молотый Kotanyi ,Бакалея,Перец чёрный молотый,0.000,0.000,2.0800
179,Capo Di Gusto - Пряность. Перец чёрный молотый Capo Di Gusto ,Бакалея,Перец чёрный молотый,0.000,0.000,2.0020
180,Гранум - Перец черный молотый «Гранум» ,Бакалея,Перец чёрный молотый,0.000,0.000,1.8580
181,Царская приправа - Перец черный молотый «Царская приправа» ,Бакалея,Перец чёрный молотый,0.000,0.000,0.9600
182,Восточный гость - Перец черный молотый «Восточный гость» ,Бакалея,Перец чёрный молотый,0.000,0.000,0.8760
183,Бабушкин хуторок - Перец черный молотый «Бабушкин хуторок» ,Бакалея,Перец чёрный молотый,0.000,0.000,0.0000
184,Приправыч - Перец черный молотый «Приправыч» ,Бакалея,Перец чёрный молотый,0.000,0.000,0.0000
185,"Русский аппетит - Пряности, перец черный молотый «Русский аппетит» ",Бакалея,Перец чёрный молотый,0.000,0.000,0.0000
186,"Анаком - Лапша быстрого приготовления, с куриным бульоном ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.9875
187,"Доширак - Лапша быстрого приготовления «Доширак», со вкусом курицы ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.9875
188,"Каждый день - Изделия макаронные быстрого приготовления, с пищевыми компонентами. Лапша быстрого приготовления с куриным бульоном. ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.9250
189,"Красная цена - Изделия макаронные быстрого приготовления, с пищевыми компонентами. Вермишель быстрого приготовления с куриным бульоном. ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.8890
190,Петра - Изделия макаронные быстрого приготовления. Вермишель с куриным вкусом. ,Бакалея,Лапша быстрого приготовления,0.000,5.000,3.8890
191,Биг Ланч - Изделия макаронные быстрого приготовления «БигЛанч». Лапша с тушёной курицей и луком. ,Бакалея,Лапша быстрого приготовления,0.000,0.000,3.8240
192,"Роллтон  - Изделия макаронные, быстрого приготовления, яичные. Куриная лапша по-домашнему ",Бакалея,Лапша быстрого приготовления,0.000,2.500,3.6875
193,"BigBon - Изделия макаронные быстрого приготовления. Лапша с пряным соусом, с курицей ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.6730
194,"Донсан - Корейская лапша, вкус курицы ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.5500
195,"Вермишель - Изделия макаронные быстрого приготовления, с пищевыми компонентами. Вермишель быстрого приготовления с куриным бульоном. ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.3340
196,"То, что надо! - Изделия макаронные, быстрого приготовления, с пищевыми компонентами. Изделия макаронные быстрого приготовления в комплекте с сухими вкусовыми приправа ",Бакалея,Лапша быстрого приготовления,0.000,5.000,3.3000
197,Первая цена - Лапша со вкусом курицы ,Бакалея,Лапша быстрого приготовления,0.000,5.000,3.2980
198,"Золотистая жатва - Изделия макаронные быстрого приготовления «Золотистая жатва». Лапша яичная, с куриным вкусом и овощами. ",Бакалея,Лапша быстрого приготовления,0.000,2.500,3.2500
199,Вот это да! - Изделия макаронные быстрого приготовления «Вот это да!». Вермишель быстрого приготовления со вкусом курицы. ,Бакалея,Лапша быстрого приготовления,0.000,5.000,2.6730
200,"Моя цена - Изделия макаронные быстрого приготовления, с пищевыми компонентами. Вермишель быстрого приготовления с куриным бульоном. ",Бакалея,Лапша быстрого приготовления,0.000,2.500,2.5890
201,Лаззат - Лапша быстрого приготовления со вкусом курицы ,Бакалея,Лапша быстрого приготовления,0.000,5.000,2.2640
202,Скоровар - Лапша быстрого приготовления. Вкус курицы. ,Бакалея,Лапша быстрого приготовления,0.000,5.000,0.0000
203,Globus - Сухие продукты экструзионной технологии ,Бакалея,Сухие завтраки (шарики шоколадные),5.000,5.000,4.5125
204,Schär - Завтраки сухие: шарики шоколадные Milly Magic ,Бакалея,Сухие завтраки (шарики шоколадные),5.000,5.000,4.3300
205,"Кузя Лакомкин - Сухие завтраки. Шарики мультизерновые, глазированные шоколадные, «Кузя Лакомкин» ",Бакалея,Сухие завтраки (шарики шоколадные),5.000,5.000,4.2438
206,"Krosby choco balls - Завтраки сухие, экструзионные, из зернового сырья, обогащенные витаминами и минеральными веществами, глазированные шарики шоколадные ",Бакалея,Сухие завтраки (шарики шоколадные),5.000,5.000,4.2300
207,"Коровка - Завтраки сухие, фигурные, глазированные. Шарики, вкус шоколада ",Бакалея,Сухие завтраки (шарики шоколадные),5.000,5.000,4.0863
