,Name,Category,Subcategory,Safety_rating,Quality_rating,Total_rating
0,"Молоко ""Экомилк"" 3,2% пастеризованное", Молочные продукты , Молоко ,95,79,79
1,"Молоко ""Ашан"" 2,5%, пастеризованное", Молочные продукты , Молоко ,88,86,76
2,"Молоко ""Вологодское лето"" 2,5%, пастеризованное", Молочные продукты , Молоко ,83,62,70
3,"Молоко ""Молоко нашей дойки"" 2,5%, пастеризованное", Молочные продукты , Молоко ,90,70,73
4,"Молоко Billa 2,5%, пастеризованное", Молочные продукты , Молоко ,89,73,72
5,"Молоко ""Сарафаново"" 2,5%, пастеризованное", Молочные продукты , Молоко ,89,73,72
6,"Молоко ""Простоквашино"" 2,5%, пастеризованное", Молочные продукты , Молоко ,89,80,75
7,"Молоко ""Домик в деревне"" 2,5%, пастеризованное", Молочные продукты , Молоко ,86,75,73
8,"Молоко ""Зеленая линия / Маркет Перекресток"", 3,2% пастеризованное", Молочные продукты , Молоко ,80,73,75
9,"Молоко ""Искренне Ваш"", 3,2% пастеризованное", Молочные продукты , Молоко ,62,83,70
10,"Молоко Globus, 3,2% пастеризованное", Молочные продукты , Молоко ,66,93,75
11,"Молоко ""Вологжанка"", 3,2% пастеризованное", Молочные продукты , Молоко ,86,59,72
12,"Молоко ""Село Зеленое"" 3,2% пастеризованное", Молочные продукты , Молоко ,88,82,77
13,"Молоко ""Красная цена"", 3,2%, ультрапастеризованное", Молочные продукты , Молоко ,83,76,71
14,"Молоко ""Простоквашино"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,88,73,73
15,"Молоко ""Село Зеленое"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,91,84,77
16,"Молоко ""Простоквашино"" отборное, от 3,4% до 4,5% пастеризованное", Молочные продукты , Молоко ,92,91,82
17,"Молоко ""Останкинское"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,97,32,68
18,"Молоко ""Сарафаново"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,97,49,71
19,"Молоко ""Валио"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,97,49,73
20,"Молоко ""Авида"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,97,15,63
21,"Молоко ""Вкуснотеево"" 3,2% пастеризованное", Молочные продукты , Молоко ,97,82,80
22,"Молоко ""Асеньевская ферма"" 3,2% пастеризованное", Молочные продукты , Молоко ,94,56,73
23,"Молоко ""Рузское"" 3,2-4% пастеризованное", Молочные продукты , Молоко ,97,56,65
24,"Молоко ""Домик в деревне"" 3,5% пастеризованное", Молочные продукты , Молоко ,90,56,61
25,"Молоко ""Мамуля"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,100,56,61
26,"Молоко ""Вологжанка"" 1,5% пастеризованное", Молочные продукты , Молоко ,82,56,59
27,"Молоко ""Простоквашино"" 3,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
28,"Молоко ""Дмитровский молочный завод"", 3,2%, ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
29,"Молоко ""Красная цена"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
30,"Молоко ""Домик в деревне"" 3,2% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
31,"Молоко ""Афанасий"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
32,"Молоко ""Дмитровский молочный завод"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
33,"Молоко ""Авида"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
34,"Молоко ""Честное коровье молоко"", 3,2%, ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
35,"Молоко ""36 копеек"", 3,2%, ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
36,"Молоко ""Маруся"" от 3,4% до 4,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
37,"Молоко ""Каждый день"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
38,"Молоко ""Дмитрогорский продукт"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
39,"Молоко ""Торговый дом Сметанин"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
40,"Молоко ""Вологодское"" ультрапастеризованное 3,2%", Молочные продукты , Молоко ,63,56,56
41,"Молоко ""То, что надо"" ультрапастеризованное 3,2%", Молочные продукты , Молоко ,63,56,56
42,"Молоко ""Белый Город"" ультрапастеризованное 3,2%", Молочные продукты , Молоко ,63,56,56
43,"Молоко ""Милава"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
44,"Молоко ""Тевье молочник"" 3,4-4,0% пастеризованное", Молочные продукты , Молоко ,63,56,56
45,"Молоко ""Молоко нашей дойки"" 3,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
46,"Молоко ""Свитлогорье"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
47,"Молоко ""Молти"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
48,"Молоко ""36 копеек"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
49,"Молоко ""Народное"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
50,"Молоко ""Молочное царство"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
51,Молоко Молоко пастеризованное, Молочные продукты , Молоко ,63,56,56
52,"Молоко Коровка из Кореновки 2,7%", Молочные продукты , Молоко ,63,56,56
53,Молоко Честное коровье, Молочные продукты , Молоко ,63,56,56
54,Молоко Молочная Страна, Молочные продукты , Молоко ,63,56,56
55,"Молоко Молоко, 3,2%", Молочные продукты , Молоко ,63,56,56
56,"Молоко ""Каждый день"" 2,5% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
57,"Молоко Молоко ""Зеленый луг"" 2,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
58,"Молоко ""Вкуснотеево"" 2,5% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
59,"Молоко ""Амка"" пастеризованное 3,2%", Молочные продукты , Молоко ,63,56,56
60,"Молоко ""Пестравка"" пастеризованное 2,5%", Молочные продукты , Молоко ,63,56,56
61,"Молоко ""Первым делом"" пастеризованное 3,2%", Молочные продукты , Молоко ,63,56,56
62,"Молоко ""Веселый луг"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
63,"Молоко ""Чебаркульское молоко"" 3,8% отборное", Молочные продукты , Молоко ,63,56,56
64,"Молоко ""МолокоВо!"" 2,5%", Молочные продукты , Молоко ,63,56,56
65,"Молоко ""Правильное молоко"" Organic 3,2-4%", Молочные продукты , Молоко ,63,56,56
66,"Молоко ""Нежный возраст"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
67,"Молоко ""Домик в деревне"" Высший сорт Легкое 0,5%", Молочные продукты , Молоко ,63,56,56
68,"Молоко ""Первый вкус"" отборное 3,9%", Молочные продукты , Молоко ,63,56,56
69,"Молоко «Клевер» 1,5 %", Молочные продукты , Молоко ,63,56,56
70,"Молоко ""Пискарёвское"" 2,5%", Молочные продукты , Молоко ,63,56,56
71,"Молоко ""Лосево"" 2,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
72,"Молоко ""Брест-Литовск"" 2,8% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
73,"Молоко ""Пискаревское"" 2,5% пастеризованное", Молочные продукты , Молоко ,63,56,56
74,"Молоко ""Бежин луг"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
75,"Молоко ""Отборное"" 3,5-5,2%", Молочные продукты , Молоко ,63,56,56
76,"Молоко Parmalat Dietalat 0,5%", Молочные продукты , Молоко ,63,56,56
77,"Молоко ""Вкуснотеево""", Молочные продукты , Молоко ,63,56,56
78,"Молоко ""Пискаревское Особое"" 2,5%", Молочные продукты , Молоко ,63,56,56
79,"Молоко ""Белое облако"" 3,2%", Молочные продукты , Молоко ,63,56,56
80,"Молоко ""Молочная культура""", Молочные продукты , Молоко ,63,56,56
81,"Молоко ""33 коровы"" 2,5% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
82,"Молоко Parmalat 3,5% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
83,"Молоко Parmalat 1, 8% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
84,"Молоко ""Мещерские росы"" 3,4-6% пастеризованное", Молочные продукты , Молоко ,63,56,56
85,"Молоко ""Д"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
86,"Молоко ""Подворье"" 3,4-4% пастеризованное", Молочные продукты , Молоко ,63,56,56
87,"Молоко ""Полная крынка"" 2,5% ультрапастеризованное", Молочные продукты , Молоко ,63,56,56
88,"Молоко ""Мясновъ"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
89,"Молоко ""Избенка"" 3,2% пастеризованное", Молочные продукты , Молоко ,63,56,56
90,"Кефир ""Коровка из Кореновки"" отборный, 3,2-4,8%", Молочные продукты , Кефир ,91,83,83
91,"""Чабан"" 2,5%", Молочные продукты , Кефир ,97,86,82
92,"""Простоквашино"" 2,5%", Молочные продукты , Кефир ,97,77,80
93,"Кефир Globus, 3,2%", Молочные продукты , Кефир ,88,61,75
94,"Кефир ""Асеньевская ферма"", 3,2%", Молочные продукты , Кефир ,88,77,79
95,"Кефир ""Вологодское лето"", 3,2%", Молочные продукты , Кефир ,88,61,74
96,"Кефир "" Наша семья/Лакомо"", 3,2%", Молочные продукты , Кефир ,94,78,81
97,"Кефир ""Простоквашино"", 3,2%", Молочные продукты , Кефир ,88,89,81
98,Кефир BioMax 1%, Молочные продукты , Кефир ,95,72,81
99,"Биокефир ""Вкуснотеево"" 1%", Молочные продукты , Кефир ,95,51,75
100,"Кефир ""Простоквашино"" 1%", Молочные продукты , Кефир ,95,67,77
101,"Кефир ""Домик в деревне"" 1%", Молочные продукты , Кефир ,95,72,79
102,"""Сарафаново"" 2,5", Молочные продукты , Кефир ,95,72,79
103,"""Большая кружка"" 2,5%", Молочные продукты , Кефир ,95,72,79
104,"""Свежее завтра"" 2,5%", Молочные продукты , Кефир ,95,72,79
105,"""Рузский"" 2,5%", Молочные продукты , Кефир ,95,72,79
106,"Кефир ""Рузский"" 3,2-4%", Молочные продукты , Кефир ,95,72,79
107,"Кефир ""Милава""", Молочные продукты , Кефир ,95,72,79
108,"Кефир ""Дмитровский молочный завод""", Молочные продукты , Кефир ,95,72,79
109,"Кефирный продукт ""Активиа"" 1%", Молочные продукты , Кефир ,95,72,79
110,"Кефир ""Вкуснотеево"", 3,2%", Молочные продукты , Кефир ,95,72,79
111,"Кефир ""Домик в деревне"", 3,2%", Молочные продукты , Кефир ,95,72,79
112,"Кефир ""Авида"", 3,2%", Молочные продукты , Кефир ,95,72,79
113,"Кефир ""Можайская бурёнка"", 3,2%", Молочные продукты , Кефир ,95,72,79
114,"Кефир ""Киржачский молочный завод"", 3,2%", Молочные продукты , Кефир ,95,72,79
115,"Кефир ""Каждый день"", 3,2%", Молочные продукты , Кефир ,95,72,79
116,"Кефир ""Свитлогорье""", Молочные продукты , Кефир ,95,72,79
117,"Кефир ""Домик в деревне""", Молочные продукты , Кефир ,95,72,79
118,"Кефир ""Демик"", с соком малины 1%", Молочные продукты , Кефир ,95,72,79
119,"Кефир ""36 копеек"", 3,2%", Молочные продукты , Кефир ,95,72,79
120,"Кефир 3,2% (пакет)", Молочные продукты , Кефир ,95,72,79
121,"Кефир ""Б. Ю. Александров"" от 3.2% до 4.0%", Молочные продукты , Кефир ,95,72,79
122,"""Коровка из Кореновки"" 2,7%", Молочные продукты , Кефир ,95,72,79
123,"""Амка"", ""Нежирный"" 1%", Молочные продукты , Кефир ,95,72,79
124,"""Первым делом"" 3,2%", Молочные продукты , Кефир ,95,72,79
125,"""Пискарёвский"" 2,5%", Молочные продукты , Кефир ,95,72,79
126,"""Гармония"" 1%", Молочные продукты , Кефир ,95,72,79
127,"""Углече Поле"" 1%", Молочные продукты , Кефир ,95,72,79
128,"""Углече Поле"" 3,2%", Молочные продукты , Кефир ,95,72,79
129,Bio Баланс 1%, Молочные продукты , Кефир ,95,72,79
130,"Кефир ""Большая кружка"" 1%", Молочные продукты , Кефир ,95,72,79
131,"Кефир ""Одарка"" 1%", Молочные продукты , Кефир ,95,72,79
132,"Кефир ""Коровка из Кореновки"" отборный, 3,2-4,8%", Молочные продукты , Кефир ,91,83,83
133,"""Чабан"" 2,5%", Молочные продукты , Кефир ,97,86,82
134,"""Простоквашино"" 2,5%", Молочные продукты , Кефир ,97,77,80
135,"Кефир Globus, 3,2%", Молочные продукты , Кефир ,88,61,75
136,"Кефир ""Асеньевская ферма"", 3,2%", Молочные продукты , Кефир ,88,77,79
137,"Кефир ""Вологодское лето"", 3,2%", Молочные продукты , Кефир ,88,61,74
138,"Кефир "" Наша семья/Лакомо"", 3,2%", Молочные продукты , Кефир ,94,78,81
139,"Кефир ""Простоквашино"", 3,2%", Молочные продукты , Кефир ,88,89,81
140,Кефир BioMax 1%, Молочные продукты , Кефир ,95,72,81
141,"Биокефир ""Вкуснотеево"" 1%", Молочные продукты , Кефир ,95,51,75
142,"Кефир ""Простоквашино"" 1%", Молочные продукты , Кефир ,95,67,77
143,"Кефир ""Домик в деревне"" 1%", Молочные продукты , Кефир ,95,72,79
144,"""Сарафаново"" 2,5", Молочные продукты , Кефир ,95,72,79
145,"""Большая кружка"" 2,5%", Молочные продукты , Кефир ,95,72,79
146,"""Свежее завтра"" 2,5%", Молочные продукты , Кефир ,95,72,79
147,"""Рузский"" 2,5%", Молочные продукты , Кефир ,95,72,79
148,"Кефир ""Рузский"" 3,2-4%", Молочные продукты , Кефир ,95,72,79
149,"Кефир ""Милава""", Молочные продукты , Кефир ,95,72,79
150,"Кефир ""Коровка из Кореновки"" отборный, 3,2-4,8%", Молочные продукты , Кефир ,91,83,83
151,"""Чабан"" 2,5%", Молочные продукты , Кефир ,97,86,82
152,"""Простоквашино"" 2,5%", Молочные продукты , Кефир ,97,77,80
153,"Кефир Globus, 3,2%", Молочные продукты , Кефир ,88,61,75
154,"Кефир ""Асеньевская ферма"", 3,2%", Молочные продукты , Кефир ,88,77,79
155,"Кефир ""Вологодское лето"", 3,2%", Молочные продукты , Кефир ,88,61,74
156,"Кефир "" Наша семья/Лакомо"", 3,2%", Молочные продукты , Кефир ,94,78,81
157,"Кефир ""Простоквашино"", 3,2%", Молочные продукты , Кефир ,88,89,81
158,Кефир BioMax 1%, Молочные продукты , Кефир ,95,72,81
159,"Биокефир ""Вкуснотеево"" 1%", Молочные продукты , Кефир ,95,51,75
160,"Кефир ""Простоквашино"" 1%", Молочные продукты , Кефир ,95,67,77
161,"Кефир ""Домик в деревне"" 1%", Молочные продукты , Кефир ,95,72,79
162,"""Сарафаново"" 2,5", Молочные продукты , Кефир ,95,72,79
163,"""Большая кружка"" 2,5%", Молочные продукты , Кефир ,95,72,79
164,"""Свежее завтра"" 2,5%", Молочные продукты , Кефир ,95,72,79
165,"""Рузский"" 2,5%", Молочные продукты , Кефир ,95,72,79
166,"Кефир ""Рузский"" 3,2-4%", Молочные продукты , Кефир ,95,72,79
167,"Кефир ""Милава""", Молочные продукты , Кефир ,95,72,79
168,"Творог ""Брест-Литовск"" 9%", Молочные продукты , Творог ,88,74,73
169,"Творог ""Савушкин продукт"" ""Мягкий нежный"" 5%", Молочные продукты , Творог ,74,30,60
170,"Творог ""Останкинское"" 0,1%", Молочные продукты , Творог ,75,56,60
171,"Творог ""Домик в деревне"" 0,2%", Молочные продукты , Творог ,83,96,76
172,"Творог ""Чистая линия"" 9%", Молочные продукты , Творог ,76,97,79
173,Творог President 9%, Молочные продукты , Творог ,75,92,77
174,"Творог ""Вкуснотеево"" 9%", Молочные продукты , Творог ,75,98,76
175,"Творог Творог ""Искренне Ваш"" 9%", Молочные продукты , Творог ,75,98,76
176,"Творог ""Домик в деревне"" 9%", Молочные продукты , Творог ,75,98,76
177,"Творог Творог ""Му-у"" 9%", Молочные продукты , Творог ,75,98,76
178,"Творог Творог ""Балтком"" 9%", Молочные продукты , Творог ,75,98,76
179,"Творог ""Маруся"" 9%", Молочные продукты , Творог ,75,98,76
180,"Творог Творог ""ДмитроГорский продукт"" 9%", Молочные продукты , Творог ,75,98,76
181,"Творог ""Савушкин хуторок"" 1%", Молочные продукты , Творог ,75,98,76
182,"Творог ""Простоквашино"" 0,1%", Молочные продукты , Творог ,75,98,76
183,"Творог Творог ""Избенка"" 9%", Молочные продукты , Творог ,75,98,76
184,"Творог Творог ""Дмитровский молочный завод"" 9%", Молочные продукты , Творог ,75,98,76
185,"Творог Творог ""Ростагроэкспорт"" 9%", Молочные продукты , Творог ,75,98,76
186,"Творог ""Останкинское"" 9%", Молочные продукты , Творог ,75,98,76
187,"Творог ""Простоквашино"" 9%", Молочные продукты , Творог ,75,98,76
188,"Творог ""Молочное царство"" 9%", Молочные продукты , Творог ,75,98,76
189,"Творог ""Свитлогорье"" 9%", Молочные продукты , Творог ,75,98,76
190,"Творог ""Красная цена"" 9%", Молочные продукты , Творог ,75,98,76
191,"Творог ""Благода"" 1,8%", Молочные продукты , Творог ,75,98,76
192,"Творог ""Рузский"" 9%", Молочные продукты , Творог ,75,98,76
193,"Творог ""Б.Ю.Александров"" 9%", Молочные продукты , Творог ,75,98,76
194,"Творог ""Милава"" 9%", Молочные продукты , Творог ,75,98,76
195,"Творог ""Вкуснотеево"" 0,5%", Молочные продукты , Творог ,75,98,76
196,"Творог President 0,2%", Молочные продукты , Творог ,75,98,76
197,"Творог ""Дмитровский молочный завод"" 1,8%", Молочные продукты , Творог ,75,98,76
198,Творог Творог 2%, Молочные продукты , Творог ,75,98,76
199,Творог Творог «Искренне Ваш», Молочные продукты , Творог ,75,98,76
200,"Творог Творог ""Останкинское"" 5 %", Молочные продукты , Творог ,75,98,76
201,Творог «Савушкин хуторок» 9%, Молочные продукты , Творог ,75,98,76
202,"Творог ""Братья Чебурашкины"" традиционный 2%", Молочные продукты , Творог ,75,98,76
203,"Творог ""Тема"" классический", Молочные продукты , Творог ,75,98,76
204,"Творог ""Савушкин продукт"" рассыпчатый 0%", Молочные продукты , Творог ,75,98,76
205,"Творог ""Пестравка"" 0,3% обезжиренный рассыпчатый", Молочные продукты , Творог ,75,98,76
206,"Творог Valio Мягкий 4,5%", Молочные продукты , Творог ,75,98,76
207,"Творог ""Пестравка"" 9% рассыпчатый", Молочные продукты , Творог ,75,98,76
208,Творог «Савушкин хуторок» 9%, Молочные продукты , Творог ,75,98,76
209,"Творог ""Вкусный день"" обезжиренный 1.8 %", Молочные продукты , Творог ,75,98,76
210,"Творог ""Иван Поддубный"" 5%", Молочные продукты , Творог ,75,98,76
211,"Творог ""Сыр домашний"" зерненый", Молочные продукты , Творог ,75,98,76
212,Творог Киржачский 9%, Молочные продукты , Творог ,75,98,76
213,"Творог ""Углече Поле"" 9%", Молочные продукты , Творог ,75,98,76
214,"Творог ""Углече Поле"" обезжиренный 1,8%", Молочные продукты , Творог ,75,98,76
215,"Творог ""Домик в деревне"" 0.1%", Молочные продукты , Творог ,75,98,76
216,"Творог ""Д"" (Дикси) 1%", Молочные продукты , Творог ,75,98,76
217,"Творог ""Простоквашино"" 2%", Молочные продукты , Творог ,75,98,76
218,"Творог ""Тольяттимолоко"" 0%", Молочные продукты , Творог ,75,98,76
219,"Творог ""Бежин луг"" 5%", Молочные продукты , Творог ,75,98,76
220,"Творог ""Благода"" 7,5%", Молочные продукты , Творог ,75,98,76
221,"Творог ""Ростагроэкспорт""", Молочные продукты , Творог ,75,98,76
222,"Творог ""Пискаревский"" 5 %", Молочные продукты , Творог ,75,98,76
223,Творог Danone 5%, Молочные продукты , Творог ,75,98,76
224,"Творог ""Снежок""", Молочные продукты , Творог ,75,98,76
225,Творог Lactica 0%, Молочные продукты , Творог ,75,98,76
226,"Творог ""Савушкин продукт"", 0%", Молочные продукты , Творог ,75,98,76
227,"Творог ""Простоквашино"", 0%", Молочные продукты , Творог ,75,98,76
228,"Творог ""Мясновъ"", 9%", Молочные продукты , Творог ,75,98,76
229,"Творог ""Избенка"", 5%", Молочные продукты , Творог ,75,98,76
230,"Творог ""Брест-Литовск"" 9%", Молочные продукты , Творог ,88,74,73
231,"Творог ""Савушкин продукт"" ""Мягкий нежный"" 5%", Молочные продукты , Творог ,74,30,60
232,"Творог ""Останкинское"" 0,1%", Молочные продукты , Творог ,75,56,60
233,"Творог ""Домик в деревне"" 0,2%", Молочные продукты , Творог ,83,96,76
234,"Творог ""Чистая линия"" 9%", Молочные продукты , Творог ,76,97,79
235,Творог President 9%, Молочные продукты , Творог ,75,92,77
236,"Творог ""Вкуснотеево"" 9%", Молочные продукты , Творог ,75,98,76
237,"Творог Творог ""Искренне Ваш"" 9%", Молочные продукты , Творог ,75,98,76
238,"Творог ""Домик в деревне"" 9%", Молочные продукты , Творог ,75,98,76
239,"Творог Творог ""Му-у"" 9%", Молочные продукты , Творог ,75,98,76
240,"Творог Творог ""Балтком"" 9%", Молочные продукты , Творог ,75,98,76
241,"Творог ""Маруся"" 9%", Молочные продукты , Творог ,75,98,76
242,"Творог Творог ""ДмитроГорский продукт"" 9%", Молочные продукты , Творог ,75,98,76
243,"Творог ""Савушкин хуторок"" 1%", Молочные продукты , Творог ,75,98,76
244,"Творог ""Простоквашино"" 0,1%", Молочные продукты , Творог ,75,98,76
245,"Творог Творог ""Избенка"" 9%", Молочные продукты , Творог ,75,98,76
246,"Творог Творог ""Дмитровский молочный завод"" 9%", Молочные продукты , Творог ,75,98,76
247,"Творог Творог ""Ростагроэкспорт"" 9%", Молочные продукты , Творог ,75,98,76
248,"""Сарафаново"" 20%", Молочные продукты , Сметана ,91,76,66
249,"""Брест-Литовск"" 20%", Молочные продукты , Сметана ,94,67,63
250,"""Ростагроэкспорт"" 20%", Молочные продукты , Сметана ,91,54,60
251,"""Простоквашино"" 20%", Молочные продукты , Сметана ,88,79,65
252,"""Избенка"" 20%", Молочные продукты , Сметана ,91,79,69
253,"""Свитлогорье"" 15%", Молочные продукты , Сметана ,83,80,65
254,"""Ростагроэкспорт"" 15%", Молочные продукты , Сметана ,91,63,66
255,"""Простоквашино"" 15%", Молочные продукты , Сметана ,88,82,66
256,"""Сарафаново"" 15%", Молочные продукты , Сметана ,84,85,66
257,"Сметана ""Вологодская из Вологды"" 25%", Молочные продукты , Сметана ,91,54,65
258,"Сметана ""Козельская"" 25%", Молочные продукты , Сметана ,91,70,72
259,"Сметана ""Простоквашино"" 25%", Молочные продукты , Сметана ,88,64,67
260,"Сметана ""Домик в деревне"" 25%", Молочные продукты , Сметана ,85,86,73
261,"""Бежин луг"" 20%", Молочные продукты , Сметана ,97,66,72
262,"""Благода"" 20%", Молочные продукты , Сметана ,97,71,74
263,"""Домик в деревне"" 20%", Молочные продукты , Сметана ,97,65,74
264,"""Каждый день"" 20%", Молочные продукты , Сметана ,94,60,73
265,"""Брест-Литовск"" 15%", Молочные продукты , Сметана ,85,82,74
266,"""Домик в деревне"" 15%", Молочные продукты , Сметана ,80,86,75
267,"""Останкинское"" 20%", Молочные продукты , Сметана ,75,73,68
268,"""Асеньевская ферма"" 15%", Молочные продукты , Сметана ,75,73,68
269,"""Благода"" 15%", Молочные продукты , Сметана ,75,73,68
270,"Сметана ""Николаевская ферма"" 25%", Молочные продукты , Сметана ,75,73,68
271,"Сметана ""Рузская"" 25%", Молочные продукты , Сметана ,75,73,68
272,"""Киржачский молочный завод"" 20%", Молочные продукты , Сметана ,75,73,68
273,"""Углече поле"" 15%", Молочные продукты , Сметана ,75,73,68
274,"""Из молока нашей дойки"" 20%", Молочные продукты , Сметана ,75,73,68
275,"Сметана ""Избёнка"" 25%", Молочные продукты , Сметана ,75,73,68
276,"""Вкуснотеево"" 20%", Молочные продукты , Сметана ,75,73,68
277,"""Милава"" 15%", Молочные продукты , Сметана ,75,73,68
278,President 15%, Молочные продукты , Сметана ,75,73,68
279,"""Останкинское"" 15%", Молочные продукты , Сметана ,75,73,68
280,"""36 копеек"" 20%", Молочные продукты , Сметана ,75,73,68
281,"""Лакомо"" 20%", Молочные продукты , Сметана ,75,73,68
282,"""Милава"" 20%", Молочные продукты , Сметана ,75,73,68
283,"""Дмитровский молочный завод"" 20%", Молочные продукты , Сметана ,75,73,68
284,"Сметана ""Дмитрогорский продукт"", 15%", Молочные продукты , Сметана ,75,73,68
285,President 30%, Молочные продукты , Сметана ,75,73,68
286,"""Ладон"" 20%", Молочные продукты , Сметана ,75,73,68
287,"""Кунгурская"" 15%", Молочные продукты , Сметана ,75,73,68
288,"""Сызранская сметана""", Молочные продукты , Сметана ,75,73,68
289,"""Русское молоко"" 15%", Молочные продукты , Сметана ,75,73,68
290,"""Углече Поле"" 25%", Молочные продукты , Сметана ,75,73,68
291,"""Домик в деревне"" отборная, 25%", Молочные продукты , Сметана ,75,73,68
292,"""Останкинское"" 10%", Молочные продукты , Сметана ,75,73,68
293,"Сметана ""Простоквашино"" 10%", Молочные продукты , Сметана ,75,73,68
294,"Сметана ""Домашняя"" 25%", Молочные продукты , Сметана ,75,73,68
295,"Сметана ""Вологжанка"" 22%", Молочные продукты , Сметана ,75,73,68
296,"""Мстинское молоко""", Молочные продукты , Сметана ,75,73,68
297,"""Большая кружка""", Молочные продукты , Сметана ,75,73,68
298,"""ЛебедяньМолоко""", Молочные продукты , Сметана ,75,73,68
299,"""Клевер""", Молочные продукты , Сметана ,75,73,68
300,"""Мясновъ"", 20%", Молочные продукты , Сметана ,75,73,68
301,"""Избенка"", 25%", Молочные продукты , Сметана ,75,73,68
302,"""Домик в деревне"", 25%", Молочные продукты , Сметана ,75,73,68
303,"""Сарафаново"" 20%", Молочные продукты , Сметана ,91,76,66
304,"""Брест-Литовск"" 20%", Молочные продукты , Сметана ,94,67,63
305,"""Ростагроэкспорт"" 20%", Молочные продукты , Сметана ,91,54,60
306,"""Простоквашино"" 20%", Молочные продукты , Сметана ,88,79,65
307,"""Избенка"" 20%", Молочные продукты , Сметана ,91,79,69
308,"""Свитлогорье"" 15%", Молочные продукты , Сметана ,83,80,65
309,"""Ростагроэкспорт"" 15%", Молочные продукты , Сметана ,91,63,66
310,"""Простоквашино"" 15%", Молочные продукты , Сметана ,88,82,66
311,"""Сарафаново"" 15%", Молочные продукты , Сметана ,84,85,66
312,"Сметана ""Вологодская из Вологды"" 25%", Молочные продукты , Сметана ,91,54,65
313,"Сметана ""Козельская"" 25%", Молочные продукты , Сметана ,91,70,72
314,"Сметана ""Простоквашино"" 25%", Молочные продукты , Сметана ,88,64,67
315,"Сметана ""Домик в деревне"" 25%", Молочные продукты , Сметана ,85,86,73
316,"""Бежин луг"" 20%", Молочные продукты , Сметана ,97,66,72
317,"""Благода"" 20%", Молочные продукты , Сметана ,97,71,74
318,"""Домик в деревне"" 20%", Молочные продукты , Сметана ,97,65,74
319,"""Каждый день"" 20%", Молочные продукты , Сметана ,94,60,73
320,"""Брест-Литовск"" 15%", Молочные продукты , Сметана ,85,82,74
321,"Масло сливочное ""Экомилк"" 82,5%", Молочные продукты , Сливочное масло ,86,85,74
322,Сливочное масло Anchor 82%, Молочные продукты , Сливочное масло ,86,80,69
323,Сливочное масло Anchor 82%, Молочные продукты , Сливочное масло ,86,80,69
324,Сливочное масло Anchor 82%, Молочные продукты , Сливочное масло ,86,80,69
325,Сливочное масло Anchor 82%, Молочные продукты , Сливочное масло ,86,80,69
326,"Сливочное масло ""Брест-Литовск"" 82,5%", Молочные продукты , Сливочное масло ,82,100,78
327,"Сливочное масло ""Радость вкуса"" ""Традиционное"" 82,5%, высший сорт", Молочные продукты , Сливочное масло ,85,67,70
328,"Сливочное вологодское масло ""Из Вологды"" 82,5%", Молочные продукты , Сливочное масло ,81,74,65
329,"Топленое масло ""Молградъ""", Молочные продукты , Сливочное масло ,81,73,65
